rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp
4515	tragic	j	14131	14.23	0.05	0.01	11109	0.97
4516	comprise	v	14123	14.22	0.01	0.00	10498	0.90
4517	faster	j	14118	14.22	0.03	0.01	11246	0.96
4518	nutrition	n	14118	14.22	0.34	0.05	6784	0.90
4519	mentor	n	14114	14.21	0.05	0.00	7930	0.92
4520	stance	n	14103	14.20	0.01	0.00	10024	0.95
4521	rabbit	n	14099	14.20	0.24	0.01	6927	0.95
4522	pause	n	14099	14.20	0.15	0.02	8559	0.88
4523	dot	n	14080	14.18	0.22	0.10	8047	0.95
4524	contributor	n	14076	14.17	0.12	0.02	10433	0.93
4525	cooperate	v	14075	14.17	0.02	0.00	10254	0.96
4526	disk	n	14075	14.17	0.05	0.01	5132	0.90
4527	hesitate	v	14073	14.17	0.01	0.00	10525	0.89
4528	regard	i	14070	14.17	0.00	0.00	9477	0.91
4529	offend	v	14068	14.17	0.01	0.00	9665	0.96
4530	exploit	v	14067	14.17	0.02	0.00	10559	0.96
4531	compel	v	14061	14.16	0.01	0.00	11129	0.96
4532	likelihood	n	14049	14.15	0.09	0.00	8989	0.86
4533	sibling	n	14047	14.15	0.04	0.01	8539	0.94
4534	southeast	n	14046	14.14	0.60	0.01	9482	0.94
4535	gorgeous	j	14044	14.14	0.08	0.01	10626	0.97
4536	undertake	v	14043	14.14	0.01	0.00	10376	0.91
4537	painter	n	14037	14.14	0.14	0.01	6343	0.91
4538	residential	j	14034	14.13	0.09	0.01	7779	0.92
4539	counterpart	n	14033	14.13	0.01	0.00	10931	0.93
4540	believer	n	14032	14.13	0.06	0.00	8541	0.94
4541	lamp	n	14028	14.13	0.05	0.01	7744	0.91
4542	inmate	n	14023	14.12	0.07	0.02	4665	0.92
4543	thoroughly	r	14022	14.12	0.03	0.00	11740	0.96
4544	trace	n	14018	14.12	0.10	0.01	9752	0.96
4545	freak	v	14012	14.11	0.06	0.02	9941	0.94
4546	filter	n	14005	14.10	0.06	0.01	5965	0.92
4547	pillow	n	14004	14.19	0.05	0.01	8850	0.91
4548	orbit	n	14003	14.10	0.03	0.01	5334	0.93
4549	purse	n	13998	14.10	0.05	0.01	8515	0.93
4550	likewise	r	13985	14.08	0.58	0.00	10477	0.93
4551	cease	v	13982	14.08	0.05	0.00	10885	0.96
4552	passing	j	13970	14.07	0.05	0.01	10654	0.95
4553	feed	n	13963	14.06	0.08	0.01	8601	0.94
4554	vanish	v	13944	14.04	0.02	0.01	10221	0.93
4555	instructional	j	13944	14.04	0.09	0.00	4014	0.70
4556	clause	n	13942	14.04	0.28	0.00	4891	0.85
4557	mentally	r	13939	14.04	0.05	0.00	9717	0.97
4558	model	v	13935	14.03	0.07	0.01	9260	0.91
4559	left	n	13935	14.03	0.13	0.00	9314	0.95
4560	pond	n	13934	14.03	0.16	0.01	7162	0.93
4561	neutral	j	13933	14.03	0.06	0.00	8910	0.94
4562	shield	n	13931	14.03	0.37	0.06	7140	0.96
4563	popularity	n	13929	14.03	0.02	0.00	10934	0.95
4564	cartoon	n	13928	14.03	0.10	0.03	7791	0.96
4565	authorize	v	13916	14.01	0.02	0.00	8689	0.93
4566	combined	j	13905	14.00	0.08	0.00	10521	0.93
4567	exhibit	n	13890	13.99	0.09	0.01	6846	0.92
4568	sink	n	13890	13.99	0.03	0.01	8751	0.91
4569	graphic	n	13890	13.99	0.26	0.06	7455	0.91
4570	darling	n	13887	13.98	0.25	0.02	7527	0.91
4571	traditionally	r	13886	13.98	0.17	0.00	11498	0.93
4572	vendor	n	13880	13.98	0.06	0.01	7111	0.94
4573	poorly	r	13877	11.71	0.02	0.00	9657	0.96
4574	conceive	v	13868	13.97	0.02	0.00	9608	0.94
4575	opt	v	13862	13.96	0.04	0.01	11149	0.94
4576	descend	v	13861	13.96	0.03	0.01	10332	0.94
4577	firmly	r	13854	13.95	0.01	0.00	11647	0.95
4578	beloved	j	13852	13.95	0.07	0.01	11314	0.97
4579	openly	r	13834	13.93	0.01	0.00	10933	0.96
4580	gathering	n	13824	13.92	0.06	0.01	10974	0.96
4581	alien	j	13821	13.92	0.13	0.02	6931	0.95
4582	stem	v	13809	13.91	0.06	0.03	11263	0.94
4583	fever	n	13809	13.91	0.12	0.01	7983	0.96
4584	preach	v	13805	13.90	0.05	0.00	8390	0.95
4585	interfere	v	13797	13.89	0.01	0.00	10810	0.97
4586	arrow	n	13796	13.89	0.18	0.01	6967	0.94
4587	required	j	13778	13.87	0.04	0.00	10445	0.92
4588	capitalism	n	13777	13.87	0.14	0.01	6081	0.92
4589	kick	n	13771	13.87	0.06	0.02	8682	0.93
4590	fork	n	13767	13.86	0.21	0.03	8003	0.92
4591	survey	v	13766	13.86	0.04	0.00	10613	0.94
4592	meantime	n	13763	13.86	0.07	0.00	11997	0.97
4593	presumably	r	13762	13.86	0.15	0.00	10841	0.95
4594	position	v	13750	13.85	0.06	0.00	11137	0.96
4595	racist	j	13749	13.85	0.03	0.00	6742	0.92
4596	stay	n	13749	13.85	0.08	0.01	10487	0.98
4597	illusion	n	13749	13.85	0.06	0.01	8941	0.96
4598	removal	n	13735	13.83	0.06	0.00	8042	0.92
4599	anxious	j	13723	13.82	0.04	0.00	11038	0.97
4600	arab	n	13720	13.82	0.96	0.01	4747	0.91
4601	organism	n	13713	13.81	0.02	0.00	5310	0.91
4602	awake	j	13699	13.80	0.04	0.01	9804	0.92
4603	sculpture	n	13689	13.79	0.08	0.01	5964	0.92
4604	spare	v	13687	13.78	0.08	0.01	11399	0.97
4605	marine	n	13677	13.77	0.82	0.01	5473	0.92
4606	harassment	n	13671	13.77	0.04	0.00	5704	0.90
4607	drum	n	13670	13.77	0.11	0.01	7777	0.97
4608	diminish	v	13670	13.77	0.01	0.00	11317	0.95
4609	helmet	n	13668	13.76	0.05	0.01	6754	0.94
4610	level	j	13664	13.76	0.07	0.01	9762	0.94
4611	certificate	n	13657	13.75	0.09	0.00	7246	0.95
4612	tribal	j	13656	13.75	0.14	0.01	5043	0.89
4613	bad	r	13651	13.75	0.04	0.01	11831	0.98
4614	mmm	u	13644	13.74	0.93	0.06	6198	0.87
4615	sadly	r	13633	13.73	0.41	0.00	11056	0.94
4616	cart	n	13625	13.72	0.07	0.03	7173	0.93
4617	spy	n	13625	13.72	0.16	0.02	7335	0.97
4618	sunlight	n	13624	13.72	0.08	0.00	9075	0.91
4619	delete	v	13618	13.71	0.14	0.08	7373	0.92
4620	rookie	n	13617	13.71	0.05	0.00	7399	0.88
4621	clarify	v	13616	13.71	0.02	0.00	10567	0.94
4622	hunger	n	13609	13.70	0.19	0.01	8595	0.96
4623	practitioner	n	13606	13.70	0.07	0.00	6853	0.86
4624	performer	n	13603	13.70	0.05	0.01	8342	0.95
4625	protective	j	13603	13.70	0.09	0.00	9616	0.95
4626	jar	n	13598	13.69	0.09	0.02	7182	0.94
4627	programming	n	13597	13.69	0.05	0.00	6915	0.94
4628	dawn	n	13590	13.69	0.04	0.01	10322	0.94
4629	salmon	n	13579	13.67	0.15	0.01	4731	0.91
4630	census	n	13578	13.67	0.47	0.01	5540	0.91
4631	pick	n	13577	13.67	0.02	0.00	8836	0.92
4632	accomplishment	n	13575	13.67	0.02	0.01	10648	0.96
4633	conscience	n	13568	13.66	0.05	0.01	8670	0.97
4634	fortunately	r	13552	13.65	0.79	0.00	11877	0.96
4635	minimal	j	13549	13.64	0.03	0.00	10858	0.94
4636	molecule	n	13548	13.64	0.01	0.00	4670	0.90
4637	supportive	j	13543	13.64	0.03	0.00	10456	0.96
4638	sole	j	13543	13.64	0.04	0.01	10720	0.96
4639	threshold	n	13540	13.64	0.03	0.00	7495	0.90
4640	inventory	n	13538	13.63	0.17	0.01	7442	0.93
4641	comply	v	13533	13.63	0.01	0.00	8727	0.93
4642	monetary	j	13532	13.63	0.21	0.00	6446	0.89
4643	transport	n	13531	13.63	0.12	0.01	7535	0.93
4644	shy	j	13525	13.48	0.05	0.01	10462	0.97
4645	drill	v	13524	13.62	0.09	0.02	7136	0.94
4646	influential	j	13513	13.61	0.03	0.00	10624	0.93
4647	verbal	j	13499	13.59	0.10	0.01	7331	0.88
4648	reward	v	13495	13.59	0.02	0.00	11026	0.97
4649	ranking	n	13487	13.58	0.07	0.01	7416	0.93
4650	gram	n	13479	13.57	0.12	0.01	3930	0.87
4651	grasp	v	13477	13.57	0.03	0.00	10584	0.95
4652	puzzle	n	13476	13.57	0.07	0.01	7750	0.96
4653	envelope	n	13474	13.57	0.02	0.01	7863	0.93
4654	heat	v	13463	13.56	0.14	0.00	9612	0.94
4655	classify	v	13459	13.55	0.01	0.00	8893	0.91
4656	enact	v	13451	13.55	0.02	0.01	8851	0.93
4657	unfortunate	j	13445	13.54	0.04	0.00	11201	0.97
4658	scatter	v	13444	13.54	0.06	0.00	10616	0.94
4659	cure	n	13442	13.54	0.10	0.02	8324	0.97
4660	time	v	13440	13.53	0.02	0.00	11773	0.99
4661	dear	u	13436	13.53	0.22	0.03	7717	0.92
4662	slice	v	13431	13.53	0.09	0.01	8403	0.89
4663	readily	r	13430	13.52	0.01	0.00	10897	0.92
4664	damn	u	13429	13.52	0.85	0.02	8150	0.89
4665	discount	n	13415	13.51	0.07	0.01	7933	0.94
4666	addiction	n	13411	13.51	0.07	0.00	6789	0.94
4667	emerging	j	13410	13.50	0.10	0.01	9352	0.91
4668	worthy	j	13410	13.50	0.04	0.01	10775	0.97
4669	marker	n	13409	13.50	0.07	0.01	7524	0.93
4670	juror	n	13406	13.50	0.13	0.01	3501	0.82
4671	mention	n	13404	13.50	0.05	0.01	10390	0.96
4672	blend	v	13390	13.48	0.07	0.00	9651	0.92
4673	businessman	n	13380	13.47	0.05	0.01	9939	0.95
4674	premium	n	13379	13.47	0.06	0.00	6778	0.93
4675	retailer	n	13374	13.47	0.06	0.00	6609	0.92
4676	charge	i	13374	13.47	0.01	0.01	11222	0.98
4677	liver	n	13374	13.47	0.06	0.00	5926	0.94
4678	pirate	n	13368	13.46	0.43	0.02	5411	0.94
4679	protester	n	13352	13.45	0.09	0.01	5786	0.88
4680	outlook	n	13350	13.44	0.38	0.02	7957	0.93
4681	elder	n	13336	13.43	0.26	0.02	6707	0.93
4682	gallon	n	13333	13.43	0.02	0.00	7272	0.94
4683	additionally	r	13324	13.42	0.88	0.00	8944	0.88
4684	ignorance	n	13323	13.42	0.06	0.00	8666	0.93
4685	chemistry	n	13323	13.42	0.15	0.01	8278	0.96
4686	sometime	r	13317	13.41	0.15	0.01	11505	0.98
4687	weed	n	13310	13.40	0.10	0.01	7010	0.95
4688	babe	n	13309	13.40	0.37	0.03	7295	0.91
4689	fraction	n	13308	13.40	0.02	0.00	9153	0.94
4690	cook	n	13308	13.40	0.07	0.01	8111	0.94
4691	conversion	n	13304	13.40	0.06	0.00	7017	0.92
4692	object	v	13303	13.40	0.03	0.01	9880	0.97
4693	tolerate	v	13298	13.39	0.01	0.00	10617	0.97
4694	trail	v	13296	13.39	0.13	0.01	10253	0.93
4695	drown	v	13296	13.39	0.04	0.01	9970	0.96
4696	merit	n	13286	13.38	0.07	0.00	9681	0.95
4697	citizenship	n	13283	13.38	0.09	0.00	5626	0.89
4698	coordinator	n	13280	13.37	0.12	0.02	8515	0.91
4699	validity	n	13278	13.37	0.05	0.00	6216	0.81
4700	european	n	13273	13.37	0.99	0.00	7688	0.93
4701	lightning	n	13272	12.86	0.22	0.02	7583	0.95
4702	turtle	n	13267	13.36	0.38	0.01	3963	0.84
4703	ambition	n	13267	13.36	0.03	0.00	10256	0.97
4704	worldwide	r	13263	13.36	0.09	0.00	10684	0.95
4705	sail	v	13257	13.35	0.07	0.01	8445	0.95
4706	added	j	13256	13.35	0.08	0.00	11091	0.95
4707	delicate	j	13248	13.34	0.03	0.00	10998	0.95
4708	comic	n	13245	13.34	0.19	0.02	4981	0.91
4709	soap	n	13244	13.34	0.10	0.03	7876	0.92
4710	hostile	j	13242	13.34	0.03	0.00	9732	0.96
4711	instruct	v	13240	13.33	0.02	0.00	10453	0.96
4712	shortage	n	13236	13.33	0.02	0.00	8850	0.95
4713	useless	j	13235	13.33	0.04	0.01	10293	0.95
4714	booth	n	13234	13.33	0.08	0.02	7719	0.94
4715	diary	n	13233	13.33	0.22	0.02	6299	0.96
4716	gasp	v	13228	13.32	0.29	0.21	7396	0.89
4717	suspicious	j	13224	13.32	0.03	0.00	10121	0.98
4718	transit	n	13220	13.31	0.21	0.01	5571	0.92
4719	excite	v	13219	13.31	0.02	0.00	11289	0.97
4720	publishing	n	13216	13.31	0.37	0.00	7515	0.92
4721	curiosity	n	13208	13.30	0.14	0.00	9669	0.96
4722	grid	n	13205	13.30	0.08	0.01	6120	0.95
4723	rolling	j	13198	13.29	0.44	0.04	9392	0.95
4724	bow	n	13189	13.28	0.03	0.01	7753	0.92
4725	cruel	j	13185	13.28	0.05	0.01	9956	0.98
4726	disclosure	n	13185	13.28	0.13	0.01	6700	0.91
4727	rival	n	13176	13.27	0.04	0.00	10297	0.94
4728	denial	n	13171	13.26	0.07	0.01	8957	0.96
4729	secular	j	13171	13.26	0.06	0.00	6214	0.91
4730	flood	v	13171	13.26	0.05	0.01	10047	0.97
4731	speculation	n	13167	13.26	0.05	0.00	10028	0.96
4732	sympathy	n	13166	13.26	0.04	0.00	9841	0.97
4733	tender	j	13158	13.25	0.05	0.00	8672	0.91
4734	inappropriate	j	13156	13.25	0.05	0.00	9789	0.95
4735	o'clock	r	13146	13.24	0.02	0.01	8618	0.92
4736	sodium	n	13145	13.24	0.16	0.08	3746	0.84
4737	divorce	v	13133	13.23	0.05	0.01	9487	0.98
4738	spring	v	13122	13.21	0.05	0.01	10993	0.95
4739	bang	v	13122	13.21	0.12	0.02	9482	0.95
4740	challenging	j	13118	13.21	0.03	0.00	10708	0.93
4741	ipad	n	13111	13.20	0.00	0.00	3929	0.86
4742	sack	n	13104	13.20	0.04	0.01	7586	0.94
4743	barn	n	13093	13.18	0.13	0.02	6483	0.92
4744	reliability	n	13090	13.18	0.10	0.00	5465	0.80
4745	hormone	n	13088	13.18	0.05	0.00	5823	0.91
4746	footage	n	13085	13.18	0.03	0.01	7805	0.94
4747	carve	v	13085	13.18	0.04	0.01	9673	0.95
4748	alley	n	13070	13.16	0.22	0.03	7543	0.93
4749	ease	n	13065	13.16	0.04	0.01	10793	0.96
4750	coastal	j	13059	13.15	0.17	0.00	6614	0.92
4751	cafe	n	13055	13.15	0.48	0.07	7133	0.92
4752	partial	j	13052	13.14	0.06	0.00	9218	0.93
4753	flexible	j	13049	13.14	0.05	0.01	9580	0.94
4754	experienced	j	13044	13.14	0.04	0.00	10389	0.95
4755	mixed	j	13032	13.12	0.07	0.01	9968	0.95
4756	vampire	n	13030	13.12	0.22	0.02	3813	0.93
4757	optimistic	j	13027	13.12	0.02	0.00	10469	0.95
4758	dessert	n	13024	13.12	0.10	0.02	7757	0.94
4759	well-being	n	13022	13.11	0.04	0.00	8067	0.89
4760	northeast	n	13021	13.11	0.54	0.01	9088	0.94
4761	specialize	v	13006	13.10	0.03	0.00	11206	0.95
4762	fleet	n	13005	13.10	0.17	0.00	6410	0.95
4763	availability	n	13004	13.10	0.07	0.00	8446	0.89
4764	compliance	n	12998	13.09	0.08	0.00	6378	0.89
4765	pin	n	12991	13.08	0.14	0.07	7878	0.96
4766	pork	n	12986	13.08	0.12	0.01	5941	0.93
4767	astronomer	n	12976	13.07	0.16	0.01	3302	0.83
4768	like	n	12976	13.07	0.04	0.01	10917	0.95
4769	forbid	v	12965	13.06	0.02	0.00	10211	0.98
4770	installation	n	12961	13.05	0.06	0.00	7142	0.93
4771	boil	v	12959	13.05	0.06	0.00	9790	0.95
4772	nest	n	12951	13.04	0.13	0.01	6944	0.94
4773	exclusively	r	12948	13.04	0.01	0.00	10593	0.94
4774	goat	n	12944	13.03	0.13	0.02	6398	0.95
4775	shallow	j	12943	13.03	0.03	0.00	9462	0.95
4776	equip	v	12943	13.03	0.04	0.00	10615	0.95
4777	equivalent	n	12941	13.03	0.01	0.00	10902	0.96
4778	betray	v	12934	13.02	0.03	0.00	9501	0.98
4779	willingness	n	12933	13.02	0.01	0.00	10255	0.94
4780	banker	n	12931	13.02	0.15	0.01	7287	0.94
4781	interval	n	12928	13.02	0.03	0.00	6731	0.88
4782	gasoline	n	12925	13.02	0.06	0.00	6355	0.94
4783	encouraging	j	12925	13.02	0.04	0.00	11154	0.95
4784	rain	v	12924	13.01	0.07	0.02	9531	0.95
4785	exchange	v	12921	13.01	0.01	0.00	10405	0.96
4786	bucket	n	12920	13.01	0.06	0.01	8331	0.95
4787	theft	n	12907	13.00	0.12	0.01	7250	0.94
4788	laundry	n	12903	12.99	0.08	0.01	8130	0.95
4789	constraint	n	12902	12.99	0.03	0.00	7372	0.87
4790	dying	j	12893	12.98	0.06	0.01	9699	0.97
4791	hatred	n	12892	12.98	0.03	0.00	8334	0.95
4792	jewelry	n	12891	12.98	0.09	0.01	7751	0.95
4793	migration	n	12885	12.98	0.13	0.00	5306	0.86
4794	invention	n	12883	12.97	0.07	0.01	7323	0.94
4795	loving	j	12868	12.96	0.07	0.01	9621	0.97
4796	revenge	n	12868	12.96	0.14	0.01	8628	0.98
4797	unprecedented	j	12862	12.95	0.02	0.00	10667	0.95
4798	outline	v	12859	12.95	0.02	0.00	10636	0.94
4799	sheer	j	12854	12.94	0.04	0.01	10905	0.96
4800	halloween	n	12852	12.94	0.98	0.02	5787	0.94
4801	sweetheart	n	12849	12.94	0.20	0.02	8422	0.92
4802	spit	v	12849	12.94	0.08	0.02	9740	0.93
4803	lazy	j	12843	12.93	0.07	0.01	9214	0.95
4804	intimate	j	12841	12.93	0.05	0.00	9945	0.97
4805	defender	n	12834	12.92	0.15	0.01	8382	0.94
4806	technically	r	12830	12.92	0.21	0.00	10884	0.98
4807	battle	v	12822	12.91	0.04	0.01	11016	0.95
4808	cure	v	12811	12.90	0.04	0.01	8374	0.97
4809	peanut	n	12808	12.90	0.20	0.02	6710	0.95
4810	unclear	j	12805	12.89	0.02	0.00	10820	0.93
4811	piss	v	12791	12.88	0.06	0.01	8768	0.93
4812	workout	n	12786	12.88	0.06	0.02	6271	0.88
4813	wilderness	n	12785	12.87	0.21	0.01	6436	0.90
4814	compelling	j	12784	12.87	0.02	0.00	10420	0.95
4815	eleven	m	12779	12.87	0.27	0.01	9624	0.94
4816	arm	v	12779	12.87	0.12	0.00	9821	0.98
4817	backyard	n	12774	12.86	0.06	0.02	9089	0.95
4818	alike	r	12770	12.86	0.01	0.00	11217	0.97
4819	partially	r	12770	12.86	0.03	0.00	10467	0.95
4820	transport	v	12766	12.86	0.03	0.00	9774	0.97
4821	guardian	n	12766	12.86	0.45	0.01	7413	0.94
4822	passionate	j	12756	12.85	0.03	0.00	10428	0.97
4823	scripture	n	12756	12.85	0.57	0.00	5084	0.91
4824	midst	n	12746	12.84	0.01	0.00	10854	0.97
4825	ideological	j	12746	12.84	0.02	0.00	7363	0.89
4826	apart	i	12746	12.84	0.27	0.00	10679	0.93
4827	thrive	v	12742	12.83	0.03	0.00	10835	0.95
4828	sensitivity	n	12741	12.83	0.05	0.00	7880	0.91
4829	trigger	n	12735	12.82	0.05	0.01	8108	0.97
4830	emotionally	r	12733	12.82	0.04	0.00	10013	0.97
4831	ignorant	j	12730	12.82	0.03	0.01	7776	0.90
4832	explicitly	r	12728	12.82	0.01	0.00	8532	0.89
4833	unfold	v	12727	12.82	0.02	0.00	10707	0.97
4834	headache	n	12724	12.81	0.05	0.01	8177	0.96
4835	eternal	j	12724	12.81	0.12	0.01	7806	0.94
4836	chop	v	12715	12.80	0.11	0.01	6279	0.84
4837	ego	n	12711	12.80	0.08	0.02	8123	0.96
4838	spectacular	j	12709	12.80	0.07	0.01	10470	0.96
4839	deposit	n	12707	12.80	0.07	0.00	6854	0.94
4840	verdict	n	12702	12.79	0.05	0.01	6207	0.91
4841	regard	n	12699	12.79	0.04	0.00	10300	0.95
4842	accountability	n	12699	12.79	0.16	0.01	7566	0.92
4843	nominate	v	12699	12.79	0.04	0.00	7738	0.93
4844	civic	j	12697	12.79	0.28	0.01	7302	0.92
4845	uncover	v	12692	12.78	0.05	0.00	10266	0.96
4846	critique	n	12684	12.77	0.07	0.01	7038	0.89
4847	aisle	n	12675	12.76	0.03	0.01	8547	0.94
4848	tropical	j	12673	12.76	0.18	0.01	6721	0.93
4849	annually	r	12669	12.76	0.01	0.00	9907	0.92
4850	eighth	m	12667	12.76	0.18	0.01	9167	0.94
4851	blast	n	12661	12.75	0.07	0.03	8761	0.96
4852	corrupt	j	12648	12.74	0.04	0.01	8284	0.94
4853	compassion	n	12648	12.74	0.08	0.00	8227	0.96
4854	scratch	v	12637	12.73	0.07	0.01	9970	0.93
4855	verify	v	12629	12.72	0.03	0.00	8970	0.95
4856	offender	n	12622	12.71	0.04	0.00	5319	0.91
4857	inherit	v	12611	12.70	0.03	0.00	9515	0.97
4858	strive	v	12596	12.68	0.03	0.00	10253	0.93
4859	downtown	r	12591	12.68	0.11	0.01	8421	0.94
4860	chunk	n	12574	12.66	0.03	0.00	9859	0.95
4861	appreciation	n	12571	12.66	0.06	0.00	9918	0.95
4862	canvas	n	12570	12.66	0.04	0.01	6521	0.91
4863	punch	n	12563	12.65	0.06	0.01	9066	0.97
4864	short-term	j	12550	12.64	0.05	0.00	8759	0.94
4865	proceedings	n	12549	12.64	0.22	0.00	7428	0.90
4866	magical	j	12544	12.63	0.07	0.01	8840	0.97
4867	loyal	j	12539	12.63	0.04	0.01	9924	0.98
4868	aah	u	12535	12.62	0.95	0.11	3513	0.82
4869	desperately	r	12530	12.62	0.03	0.00	10758	0.96
4870	throne	n	12528	12.62	0.43	0.01	5721	0.73
4871	brutal	j	12526	12.61	0.03	0.01	10389	0.97
4872	spite	i	12519	12.61	0.01	0.00	9759	0.95
4873	propaganda	n	12518	12.61	0.06	0.01	7201	0.93
4874	irony	n	12516	12.60	0.04	0.01	9533	0.96
4875	soda	n	12515	12.60	0.07	0.01	7211	0.94
4876	projection	n	12504	12.59	0.07	0.01	7104	0.94
4877	dutch	j	12496	12.58	1.00	0.01	6152	0.94
4878	parental	j	12490	12.58	0.10	0.00	5467	0.85
4879	disabled	j	12489	12.58	0.05	0.00	7003	0.94
4880	collector	n	12480	12.57	0.11	0.01	6536	0.94
4881	re-election	n	12476	12.56	0.01	0.00	8592	0.93
4882	disappointment	n	12475	12.56	0.04	0.00	10279	0.96
4883	comic	j	12473	12.56	0.11	0.01	7096	0.95
4884	aid	v	12471	12.56	0.04	0.00	10331	0.95
4885	happily	r	12458	12.55	0.10	0.00	10358	0.96
4886	steep	j	12454	12.54	0.03	0.01	9122	0.93
4887	fancy	j	12450	12.54	0.06	0.01	10252	0.97
4888	counter	v	12446	12.53	0.03	0.00	10288	0.96
4889	listener	n	12445	12.53	0.05	0.00	6878	0.90
4890	whip	v	12443	12.53	0.08	0.02	9580	0.94
4891	public	r	12443	12.53	0.02	0.00	10065	0.97
4892	drawer	n	12435	12.52	0.03	0.01	7709	0.90
4893	heck	n	12434	12.52	0.29	0.01	9848	0.96
4894	developmental	j	12433	12.52	0.14	0.00	4883	0.81
4895	ideal	n	12428	12.52	0.02	0.00	8153	0.93
4896	ash	n	12427	12.51	0.08	0.02	7242	0.95
4897	socially	r	12426	12.51	0.03	0.00	8441	0.92
4898	courtroom	n	12425	12.51	0.05	0.02	6258	0.90
4899	stamp	n	12425	12.51	0.09	0.01	7373	0.95
4900	solo	n	12423	12.51	0.18	0.01	7255	0.92
4901	trainer	n	12418	12.51	0.10	0.02	6538	0.94
4902	induce	v	12416	12.50	0.02	0.00	7454	0.89
4903	anytime	n	12412	12.50	0.20	0.01	11013	0.98
4904	morality	n	12409	12.50	0.06	0.00	6103	0.92
4905	syrian	j	12405	12.49	1.00	0.00	3368	0.88
4906	pipeline	n	12400	12.49	0.09	0.01	5098	0.91
4907	bride	n	12400	12.49	0.18	0.04	5948	0.90
4908	instant	j	12399	12.49	0.14	0.01	9726	0.95
4909	spark	v	12395	12.48	0.10	0.01	10823	0.96
4910	doorway	n	12395	12.48	0.02	0.01	7510	0.82
4911	interface	n	12393	12.48	0.06	0.00	5287	0.90
4912	learner	n	12390	12.48	0.08	0.01	3715	0.75
4913	casino	n	12390	12.48	0.10	0.01	4451	0.93
4914	placement	n	12390	12.48	0.07	0.00	6720	0.88
4915	cord	n	12388	12.43	0.05	0.01	7140	0.95
4916	fan	v	12388	12.48	0.11	0.02	9490	0.95
4917	conception	n	12388	12.48	0.06	0.00	6382	0.88
4918	flexibility	n	12388	12.48	0.05	0.00	8667	0.93
4919	thou	p	12383	12.47	0.27	0.01	3831	0.88
4920	tax	v	12374	12.46	0.04	0.00	6979	0.93
4921	elegant	j	12371	12.46	0.05	0.01	9818	0.94
4922	flaw	n	12369	12.46	0.02	0.01	9154	0.96
4923	locker	n	12368	12.45	0.03	0.02	7570	0.95
4924	peel	v	12364	12.45	0.09	0.01	8449	0.91
4925	campaign	v	12363	12.45	0.10	0.00	9068	0.92
4926	twist	n	12352	12.44	0.03	0.01	10334	0.96
4927	spell	n	12350	12.44	0.05	0.02	6473	0.94
4928	objective	j	12348	12.43	0.04	0.00	7412	0.91
4929	plea	n	12345	12.43	0.05	0.00	8022	0.94
4930	goddamn	j	12338	12.42	0.11	0.03	5586	0.86
4931	import	n	12336	12.42	0.06	0.00	6541	0.92
4932	stack	n	12330	12.42	0.09	0.01	8311	0.93
4933	gosh	u	12320	12.41	0.23	0.00	8253	0.88
4934	philosophical	j	12320	12.41	0.07	0.00	6900	0.90
4935	junk	n	12319	12.41	0.08	0.01	8016	0.96
4936	bicycle	n	12317	12.40	0.11	0.01	6719	0.93
4937	vocal	j	12312	12.40	0.06	0.01	7699	0.94
4938	chew	v	12299	12.39	0.09	0.01	9072	0.93
4939	destiny	n	12299	12.39	0.20	0.01	8115	0.97
4940	ambitious	j	12298	12.38	0.02	0.00	10374	0.95
4941	unbelievable	j	12297	12.38	0.24	0.01	9929	0.95
4942	vice	n	12292	12.38	0.76	0.01	8883	0.91
4943	halfway	r	12286	12.37	0.12	0.00	10437	0.94
4944	jealous	j	12285	12.37	0.08	0.01	8548	0.96
4945	sphere	n	12268	12.35	0.07	0.00	6559	0.92
4946	invade	v	12265	12.35	0.02	0.00	9082	0.96
4947	sponsor	n	12261	12.35	0.09	0.01	7490	0.94
4948	excessive	j	12254	12.34	0.06	0.00	9271	0.95
4949	countless	j	12253	12.34	0.05	0.00	10658	0.96
4950	sunset	n	12247	12.33	0.33	0.03	8145	0.95
4951	interior	j	12243	12.33	0.29	0.02	8354	0.94
4952	accounting	n	12243	12.33	0.16	0.00	6535	0.91
4953	faithful	j	12238	12.32	0.08	0.01	8624	0.96
4954	freely	r	12225	12.31	0.02	0.01	9917	0.96
4955	extract	v	12222	12.31	0.03	0.00	8895	0.95
4956	adaptation	n	12219	12.30	0.07	0.00	6610	0.90
4957	ray	n	12217	12.30	0.13	0.01	6369	0.95
4958	depressed	j	12214	12.30	0.03	0.00	8459	0.98
4959	emperor	n	12213	12.30	0.47	0.01	4347	0.93
4960	wagon	n	12213	12.30	0.07	0.01	6270	0.91
4961	columnist	n	12211	12.30	0.10	0.03	8816	0.91
4962	jungle	n	12210	12.30	0.17	0.02	6457	0.95
4963	embarrassed	j	12208	12.29	0.04	0.00	9797	0.95
4964	trillion	n	12205	12.29	0.08	0.02	5273	0.86
4965	breeze	n	12205	12.29	0.08	0.01	8990	0.89
4966	blame	n	12192	12.28	0.03	0.01	9237	0.96
4967	foster	v	12185	12.27	0.03	0.00	9156	0.90
4968	venue	n	12178	12.26	0.03	0.00	8257	0.94
4969	discourage	v	12176	12.26	0.01	0.00	10194	0.96
